Gene,T-Value for Class EPD
L32866_at,4.50743702532
U25988_at,4.50528736078
M54992_at,4.50288349544
Y13618_at,4.50018902034
U79526_at,4.49991339509
X64330_at,4.49894545635
S81578_at,4.49501363694
X86428_s_at,4.49408683311
U93867_at,4.49133595597
M27749_at,4.49088827282
M16364_s_at,4.49070762407
U45973_at,4.48689536727
U13991_at,4.4864998337
U79249_at,4.47744297571
M95712_at,4.47570612524
M35416_at,4.47489347034
U50929_at,4.47290446339
X76498_at,4.47284843002
HG3400-HT3579_at,4.47201181498
S63912_at,4.47082917773
X99975_at,4.46833959774
U40369_rna1_at,4.46819984967
X98801_at,4.46658011481
X57809_at,4.46260406895
M19311_s_at,4.46145752174
X15393_rna1_at,4.45840150862
HG855-HT855_s_at,4.45449276501
U56418_at,4.45357259862
L40366_at,4.45312067237
J00073_at,4.4529863782
X68264_rna1_at,4.45226022415
X13451_s_at,4.44998520479
U12471_cds1_at,4.44828094649
U17838_at,4.44753678142
U60061_at,4.44706633491
X58521_at,4.44518533138
U49278_at,4.44516547783
L34820_at,4.44217614891
Z69915_at,4.44190289246
U40282_at,4.44077934636
Z80345_rna1_s_at,4.43978625556
X55448_cds1_s_at,4.43824801962
L14787_at,4.43743872346
U15131_at,4.43677118345
X83425_at,4.43672637333
L37792_at,4.43650740427
U07794_cds2_at,4.43542179793
Z18859_rna1_at,4.43397692772
U65092_at,4.42892461338
X64229_at,4.42693191246
X52005_at,4.42655698319
Y07566_at,4.42522158027
U57316_at,4.42280439809
U38896_at,4.4208007603
M20030_f_at,4.42059148748
X91788_at,4.41667454824
U68018_at,4.41411887429
M13232_s_at,4.41403676793
L12392_at,4.41367608483
U33822_at,4.41303324417
U43077_at,4.40652725854
HG3930-HT4200_at,4.40393808369
M60298_at,4.40345856642
M69023_at,4.40242994405
X89267_at,4.40112501376
U65533_s_at,4.39975769985
M18731_at,4.39868569222
HG4462-HT4731_at,4.39644110771
M13666_at,4.39576793412
M37721_at,4.38920659178
X66867_cds1_at,4.3880976336
HG2380-HT2476_s_at,4.38706268161
U79253_at,4.38694540907
X12492_at,4.38347996473
X06290_at,4.38309916185
AB003177_at,4.38047923838
HG4332-HT4602_at,4.37946660218
HG3405-HT3586_at,4.37938158701
HG3454-HT3647_at,4.37683268746
Z69720_at,4.37275842984
Z48482_at,4.37166923858
L07868_at,4.37000789966
U27831_at,4.3682451944
D10537_s_at,4.36377993771
L49054_at,4.36338810719
HG4234-HT4504_at,4.36330647068
X57206_at,4.36233385756
D63878_at,4.35998269493
D29012_at,4.35980857621
M64595_at,4.35971306418
U42408_at,4.35528691051
Z17240_at,4.35410502642
U51333_s_at,4.35323640994
X12530_s_at,4.35222191816
Z18954_at,4.35174944847
M73077_at,4.34982583269
X03350_at,4.34959702328
X62822_at,4.34942497101
HG870-HT870_at,4.34904578554
M29994_s_at,4.34530755897
J05068_at,4.34518609647
U41371_at,4.3445705053
Z15114_at,4.34418048563
U49065_at,4.34096824022
U45878_s_at,4.33787145751
M22538_at,4.3372462602
M28211_at,4.33669000409
X58288_at,4.33490232471
M76231_at,4.33458911412
Z48314_s_at,4.33388780725
AC000064_cds2_at,4.33367824204
Y10262_s_at,4.33309193973
U58048_at,4.33298890729
S80335_at,4.33248778054
U14603_at,4.33201154566
D42123_at,4.33132178675
U78628_at,4.32993541662
HG919-HT919_at,4.32968711818
X78136_at,4.32539837247
D63877_at,4.32298632246
M58583_at,4.3217756892
M10612_at,4.32126159886
M21494_at,4.32019122215
J03600_at,4.31880602568
L29433_at,4.31848756051
M74587_rna1_s_at,4.3182796234
D13720_s_at,4.31689677358
U34343_at,4.31259556893
X57346_at,4.31191253737
X70070_at,4.30877164245
HG4704-HT5146_at,4.30831118205
L13761_rna1_at,4.30736770593
L10343_at,4.30610593294
U49260_at,4.30527904674
D26068_at,4.30371870685
U79275_at,4.30290303517
L17128_at,4.30228969663
D31767_at,4.30198005292
M32334_at,4.30146186624
U50136_rna1_at,4.29942582634
X96783_rna1_at,4.29711030559
HG274-HT274_s_at,4.29618585774
D00726_at,4.29447277665
X54232_at,4.29399760507
U62317_rna3_at,4.2928779127
Z22536_at,4.29251493612
M97388_at,4.29145759273
X83218_at,4.29015669113
L10403_at,4.28916913505
M31516_s_at,4.28775920343
L01087_at,4.28525531631
M55671_at,4.28472956957
X00090_f_at,4.28312237856
X95648_at,4.28225192345
U67611_at,4.27948701419
M32405_at,4.2765125843
X68561_at,4.27517041296
U66052_at,4.2740307224
X58298_s_at,4.27173717331
U30255_at,4.27013245033
X57351_at,4.26675514259
U50196_at,4.26628565569
HG4557-HT4962_at,4.26051717004
U79257_at,4.2599455719
D70830_at,4.25945593171
M77142_at,4.25885905769
X90828_at,4.25875768519
M74093_at,4.25867536456
U80017_rna1_at,4.25733202197
X65857_at,4.25507208434
HG4535-HT4940_s_at,4.25319178188
U65785_at,4.25146913282
M37104_at,4.2496139365
AF000545_at,4.24959688056
U10439_at,4.24915695306
U02619_at,4.24480713135
M38591_at,4.24390530179
U33147_at,4.24388241177
L40402_at,4.2400953798
Y08319_at,4.23965312861
S71018_at,4.23662000548
M31520_rna1_s_at,4.23637242701
X07730_at,4.23305862678
U47050_at,4.23284158247
U36448_at,4.23185897601
Z11685_s_at,4.23137857424
X96698_at,4.22845031042
U71300_at,4.2280218789
L43338_at,4.22540964854
L10374_at,4.22183409397
U59057_at,4.22094960824
M22382_at,4.22055606745
U79255_at,4.21876867416
S75256_s_at,4.21593139349
X98225_at,4.2156080869
M18255_cds2_s_at,4.21244532945
U01877_at,4.21020055763
J04029_s_at,4.20968302123
U45955_at,4.20878064633
X15341_at,4.20849892136
M13981_at,4.20833961649
X62654_rna1_at,4.20813361622
U52373_s_at,4.20797256829
U33017_at,4.20706530263
HG2815-HT4023_s_at,4.20530143277
M91670_at,4.20517406566
U41654_at,4.19801938117
AB000409_at,4.19798707279
AB000466_at,4.19710688709
U13666_at,4.19674116363
M58600_rna1_at,4.19575120505
U22431_s_at,4.19567038998
M57763_at,4.19521004902
U09716_s_at,4.19358716054
L37360_s_at,4.19334570443
L40992_at,4.19304604794
X56841_at,4.19241206869
D32050_at,4.19076615969
D86985_at,4.18598014997
U11287_at,4.18348219813
X66839_at,4.18335388414
Y00815_at,4.18311797087
X78338_at,4.1809695308
M13150_s_at,4.18060956479
U00957_at,4.18001611134
U63541_at,4.17897769799
U90913_at,4.17780113011
X02160_at,4.17617225107
D50923_at,4.17417309324
X80907_at,4.1728034443
J03778_s_at,4.17211190984
M88579_at,4.17187691794
L16464_at,4.16926809437
L19605_at,4.16868946384
M21388_r_at,4.16776893215
L22650_at,4.16366168117
U07969_s_at,4.16333837425
D14520_at,4.16209618715
Z29481_at,4.15256910426
Z50053_at,4.15189659675
D21261_at,4.1499869877
X14813_at,4.14836507008
U72661_at,4.14757078997
M86400_at,4.14355804787
HG3994-HT4264_at,4.14354026802
U67171_at,4.14326688434
U90306_at,4.14065996443
U15590_at,4.1388842322
D49400_at,4.13858806984
L00190_s_at,4.13718001176
K02268_at,4.13562245518
U26591_at,4.13478321479
V00599_s_at,4.13388309539
M13690_s_at,4.13298378054
Z68228_s_at,4.12962172233
Y08836_at,4.12749857767
D87436_at,4.12619502906
HG3872-HT4142_at,4.12551298466
X52638_at,4.12535486528
M91438_at,4.12020226081
X66785_at,4.12002121418
U81787_at,4.11716946071
HG2147-HT2217_r_at,4.11595940351
HG3920-HT4521_s_at,4.11457674284
X04085_rna1_at,4.11445673182
X15525_rna1_at,4.11385577474
U32581_at,4.11375908496
U19107_rna1_at,4.11341566988
U33849_at,4.10722602666
U16296_at,4.10577450284
L10338_s_at,4.10523808852
HG3104-HT3280_at,4.1041063469
U58034_at,4.10373366845
M20867_s_at,4.10234973037
HG3355-HT3532_at,4.09955721724
U57623_s_at,4.09878172582
HG2602-HT2698_at,4.09750722439
Z70295_at,4.09723014858
M37400_at,4.09370128522
L20010_at,4.09079268355
X16609_s_at,4.08790133991
X69116_s_at,4.08754928372
U03398_at,4.087151848
M91432_at,4.08275623503
M31932_at,4.07997281972
HG2171-HT2241_at,4.07608118126
Z34918_at,4.07567721274
D43951_at,4.0754218505
U28368_at,4.07527098046
X69398_at,4.07526842944
U41515_at,4.07288318755
J00219_s_at,4.07276996625
M34065_at,4.07169951146
Z49835_s_at,4.06957119694
L17131_rna1_at,4.06951862106
M32886_at,4.06946889752
U79302_at,4.0693228838
X81817_at,4.06930916237
X72841_at,4.06851764266
U37221_at,4.06752533138
X00371_rna1_at,4.06744271384
U66059_cds7_at,4.06630335087
X80062_at,4.06609057934
J05500_at,4.06586279132
M62783_at,4.06233757166
L05187_at,4.05944635657
U43527_at,4.05675697766
J02906_at,4.05638825977
L40407_at,4.05579208683
S78723_rna2_at,4.05313750277
D00017_at,4.05265991655
U19142_at,4.05013343583
U61538_at,4.04922201272
D87074_at,4.04827852105
U31201_cds2_s_at,4.04796462723
M34353_s_at,4.04757583773
U50928_at,4.04746093454
D14695_at,4.04698599309
U72514_at,4.04634374912
X16866_at,4.04515997037
M14483_rna1_s_at,4.04449455348
L00205_at,4.04383134604
U75272_s_at,4.04200744119
S78085_at,4.04128897611
HG2479-HT2575_s_at,4.04051082802
S81957_at,4.03971068364
U02683_s_at,4.03966289286
M60626_at,4.03874879922
U89995_at,4.03734137203
HG2730-HT2828_s_at,4.03725038496
U49352_at,4.03590863721
AF007875_at,4.03548181825
U72507_at,4.03458771007
D28476_at,4.03388422972
M36205_at,4.03375409541
AB000897_at,4.0324455353
HG880-HT880_at,4.03128487504
HG4063-HT4333_s_at,4.02877921469
HG742-HT742_at,4.01396865413
M57464_s_at,4.0128817496
D37781_s_at,4.00994463428
U25801_at,4.00980072477
L39874_at,4.00905930542
X65962_s_at,4.00894893525
HG162-HT3165_at,4.00872282566
U96115_at,4.00803604845
X56692_at,4.00756190262
M83652_s_at,4.00752897267
L37043_at,4.00685550339
S73205_at,4.00643857099
U60519_at,4.00498652707
D83542_at,4.00277309716
U01691_s_at,4.00210363003
D63881_at,4.00007801741
M14123_xpt4_at,3.99983930996
L33075_at,3.99797443842
U60521_at,3.99712342988
U20230_at,3.99673400317
V00533_rna1_f_at,3.9942310728
S57153_s_at,3.9933205238
X59618_at,3.99140198391
L41870_at,3.99138709004
M31158_at,3.99039280022
X60104_s_at,3.98604668534
U31382_at,3.98588492998
L34219_at,3.98577099319
L40403_at,3.98429342821
L33798_at,3.9839664563
D26443_at,3.98204731185
L38517_at,3.97805777006
K02100_at,3.97744287329
M86868_at,3.97637483916
U90065_s_at,3.97539178439
U40152_s_at,3.97483754759
U70323_at,3.97426503765
HG908-HT908_at,3.97333204291
U77970_at,3.97106989129
X12433_at,3.97038303029
D85759_s_at,3.96711329857
HG1723-HT1729_at,3.96555230947
X99209_at,3.96548180396
D86096_cds3_at,3.96510970392
X56667_at,3.96236372418
U51477_at,3.95991980085
X83705_s_at,3.95951511918
M19267_s_at,3.95687831817
U77948_at,3.95552289203
Z80776_at,3.95485197067
D42085_at,3.95413715739
U78190_rna1_at,3.95234400922
U16126_at,3.95091654543
D82344_at,3.94945234055
U86529_at,3.94812759373
U57092_at,3.94777573181
L26584_s_at,3.94251190494
U70862_at,3.94212218042
U74667_at,3.9409704789
D87684_at,3.94070678118
Z34822_f_at,3.93890583294
AF003743_at,3.93706826657
X60003_s_at,3.93372994943
HG3627-HT3836_at,3.93354414858
M26665_s_at,3.9330829296
AB000584_at,3.93060230727
L14927_at,3.92986172025
X91648_at,3.92425757907
L28821_at,3.92102642796
U95020_at,3.92057200091
L40391_at,3.91779098886
M95678_at,3.91572793941
X76057_at,3.9147585723
J05257_at,3.91450111106
U52521_at,3.91289824371
X64994_at,3.90748085506
U08854_s_at,3.9069854264
L34357_at,3.90467975667
S72904_at,3.90068844123
U93049_at,3.89969042993
X92762_at,3.89815273394
L77571_at,3.89476731771
D86096_cds6_at,3.89107132524
U68385_at,3.89019373362
U31384_at,3.88872751442
D00408_s_at,3.88853578393
X62429_s_at,3.88811686255
Y00414_s_at,3.88740318364
U72671_at,3.88672248265
M28219_at,3.8863162963
D49410_at,3.8844782872
U07806_s_at,3.88412072821
X63097_at,3.88344516436
U68494_at,3.88215023385
AJ001047_at,3.87771415658
HG4178-HT4448_at,3.87635598504
U69126_s_at,3.87300259477
D13630_at,3.8729825713
X76132_at,3.87177532357
L10386_at,3.87019931798
J05249_at,3.86961632344
X59798_at,3.86881584819
HG2416-HT2512_at,3.86791347328
X58822_rna1_s_at,3.86686688743
X98411_at,3.86463645105
D87460_at,3.86396996132
U52700_at,3.86258432147
M96740_at,3.8614282148
X66358_at,3.85878503309
U01147_at,3.85720117561
X02910_at,3.85679628015
S67798_at,3.85671526671
L11672_at,3.85563984105
D87127_at,3.85269345082
D28118_at,3.85238264437
U83463_at,3.85232613211
U47686_s_at,3.85193365005
U65579_at,3.85009796792
U03057_at,3.84745676587
M83221_at,3.84723036896
D85181_at,3.84585815025
U52830_at,3.84189674115
U90313_at,3.84038311714
U89012_at,3.84034567047
HG4749-HT5197_at,3.83879087792
L00022_s_at,3.83634876097
U20530_at,3.83524066847
X77366_at,3.83335708651
L09230_s_at,3.83215067696
M22490_at,3.83147159347
D29677_at,3.83068074966
X92715_at,3.83048913471
S68616_at,3.83016423121
D29833_at,3.82981081137
U79300_at,3.82904900763
U65928_at,3.82832723395
U01120_at,3.82739127505
D25217_at,3.82711885963
Y12394_at,3.82655940879
X80507_at,3.82570726259
D50916_at,3.82499218175
M55905_at,3.82458142332
U28369_at,3.82422938742
U62966_at,3.82193710628
X56741_at,3.81919393948
M76559_at,3.81766852975
U68566_at,3.81676647053
M64098_at,3.81619226656
D82343_at,3.81603673502
L40387_at,3.81487602319
U82275_at,3.81256671789
M86852_at,3.81142012086
M38690_at,3.8110541136
U14417_at,3.81084418211
Z46629_at,3.81020498901
U18009_at,3.80978772426
M62397_at,3.80857882479
U79251_at,3.80802966481
HG1139-HT4910_at,3.8072284301
D78132_s_at,3.80701214507
M74509_s_at,3.80569104481
U66036_at,3.80552368578
HG3731-HT4001_r_at,3.80295979193
HG1733-HT1748_at,3.80137952669
M12963_s_at,3.80125255921
U81554_at,3.80066286766
AF015950_at,3.79966568892
L76191_at,3.79918503653
U64871_at,3.79884451138
L42452_at,3.79687836087
X81889_at,3.79670915061
M79462_at,3.79470257934
L08904_at,3.7939982741
X07820_at,3.79333073333
D87446_at,3.79229480251
D87077_at,3.79159961983
X86371_s_at,3.78990950921
J02611_at,3.78634257505
M83651_at,3.78379246178
U30521_at,3.78319838115
J03060_at,3.78203281718
U92971_at,3.77635613883
U20582_at,3.77455100488
L07493_at,3.77447202888
U48936_at,3.76992070776
S77361_at,3.76839706232
L34075_at,3.76731349795
L41351_at,3.76524059499
J03801_f_at,3.76506280235
U33202_s_at,3.76403156838
J04093_s_at,3.76096212062
U50839_at,3.75993507629
U46752_at,3.75786293677
U01824_at,3.75692401995
U00968_at,3.75681374992
AC002073_cds1_at,3.75667482642
X99141_at,3.75602264802
M17466_at,3.75554203987
U26712_at,3.75424192363
X72727_at,3.75404897821
X89101_s_at,3.75234861941
U51334_at,3.74971976544
U20536_s_at,3.74920159952
L43575_s_at,3.74775861861
M25164_at,3.74192089126
HG2796-HT2904_at,3.74131120787
U37251_at,3.74101276181
L05144_at,3.74097950808
U48865_s_at,3.73944579094
M58285_at,3.73904601446
L37199_at,3.73894800044
L05512_at,3.73511361319
L08187_at,3.73447536671
U69140_s_at,3.73411775439
L11701_s_at,3.73375359083
M12886_at,3.73252292911
U04520_at,3.72980079093
U02570_at,3.72961658474
X66114_rna1_at,3.72763470003
J03805_s_at,3.72611563713
U50648_s_at,3.7251667964
V00565_s_at,3.72218297081
X82693_at,3.72177323737
U85943_at,3.71855911422
U13948_at,3.71591341846
M55067_at,3.71307414337
S76067_at,3.71304740891
X05153_rna1_at,3.71304106957
U26032_at,3.71273860708
X77777_s_at,3.70942004757
L36644_at,3.70885477741
X79440_at,3.70700829996
J02902_at,3.70484517091
L27841_at,3.70467447137
U02609_at,3.70106342198
U40992_at,3.70066937114
X71874_cds1_at,3.70041860104
S72008_at,3.6990959133
S72493_s_at,3.6988881705
X14968_at,3.69877051712
X13444_at,3.69875842769
U00952_at,3.69726189129
X55733_at,3.69711379225
J04621_at,3.69672477853
HG3286-HT3463_at,3.69646111119
L47726_at,3.6963928848
K03189_f_at,3.69572530596
U60800_at,3.69502210232
M80899_at,3.6948926582
L76571_at,3.69437435894
U72263_s_at,3.6935382014
V01515_cds1_at,3.69293759708
X79067_at,3.68863701766
J04990_at,3.68800061031
L11372_at,3.68677435149
U50062_at,3.68557273505
U12707_s_at,3.67750062374
X83543_at,3.67550778598
X51405_at,3.67262115305
U36798_at,3.67261197376
HG644-HT644_at,3.67133673705
X89398_cds2_at,3.66835002159
M74290_at,3.66711376246
Z29090_at,3.66575603613
S57887_at,3.6652098284
D38037_at,3.66338701162
L25119_at,3.66280417163
X60221_at,3.65949364696
L07590_at,3.6593529093
Y11897_at,3.65682941465
Z29077_xpt1_at,3.65317171841
Z83745_at,3.65297834843
X65724_at,3.65206644267
U02020_at,3.65201871868
M28713_at,3.65169302288
L38961_at,3.65140663596
AF005043_at,3.65102550939
U52155_at,3.64964187444
U08998_at,3.64941282484
X68242_at,3.64852120763
U68727_at,3.64684821166
M95623_cds1_at,3.6465089425
J05032_at,3.64608981723
U79272_at,3.64561914761
U57721_at,3.6446813603
Z46973_at,3.64421487252
U66468_at,3.64367767097
M69181_at,3.64319183394
Z50022_at,3.64113865452
J03756_at,3.63646287167
S82447_s_at,3.63566466752
X99296_xpt1_at,3.6331197804
U82467_at,3.63275873775
U55764_at,3.63003881886
HG2705-HT2801_s_at,3.62710478657
X87871_s_at,3.627101566
M81933_at,3.62575460109
U86214_at,3.62459075255
U12595_at,3.62305788532
M10014_cds1_at,3.62231495651
AF009301_at,3.62145449178
D14660_at,3.62060499339
U90909_at,3.62048043224
X14894_at,3.62021409569
HG4094-HT4364_s_at,3.61991205727
U76456_at,3.61959862694
U49114_at,3.61953711863
U47101_at,3.61815083031
Z73677_at,3.61589625956
M31210_at,3.6157862328
U09609_at,3.61460919411
U50523_at,3.61350456071
X72964_at,3.61269515265
D61391_at,3.61138928826
L19686_rna1_at,3.60914617153
D29810_at,3.60620195478
U67191_at,3.59931329834
Z32684_at,3.59806417454
U82169_at,3.59689133215
J05272_at,3.5960722028
X03066_at,3.59548556015
U67849_at,3.59004856096
X54667_s_at,3.58456868115
S83365_at,3.58360710699
M12959_s_at,3.58328043363
U46461_at,3.58326049914
X84213_s_at,3.5821181298
M20747_s_at,3.58071578801
S90469_at,3.57390173826
D86967_at,3.57376803734
L18920_f_at,3.5732664832
D42041_at,3.57043001029
HG3945-HT4215_at,3.57040384978
U62325_at,3.57036056931
M26880_at,3.56969711649
D14686_at,3.56473706612
HG4541-HT4946_s_at,3.56400634457
M95585_s_at,3.56397387255
L22343_at,3.56273729663
M18079_at,3.56104888017
Y11215_at,3.56053419501
D85939_at,3.56029467678
U94320_at,3.5598370401
HG721-HT4828_s_at,3.55828349025
HG620-HT620_at,3.55806569748
U12465_at,3.55594471444
U61234_at,3.55480181271
U18914_at,3.55361509794
U15555_at,3.55348870359
U21551_at,3.55273947503
HG180-HT180_at,3.55239058921
U35005_s_at,3.55198858887
X94754_at,3.55093068636
AB002356_s_at,3.54790099332
M15182_at,3.5476084054
L32163_at,3.54603713325
U82130_at,3.54512627088
HG3491-HT3685_at,3.54442129748
D85418_at,3.54435929773
D16626_at,3.54419072372
D83920_at,3.54403064816
U66469_at,3.54361292061
U00943_at,3.54276033375
Y12393_s_at,3.54031808336
L36529_at,3.53813764921
X17094_at,3.53791638366
D83777_at,3.53677740052
X79204_at,3.53460385862
U78735_at,3.53417550924
M62843_at,3.53406393787
M62400_at,3.53343161426
M74525_at,3.5326280604
M27394_s_at,3.53144285005
S70585_rna1_at,3.53106554435
U42031_at,3.52755697431
U07856_at,3.52624056444
X84908_at,3.52548421879
D50863_at,3.52540112219
U43672_at,3.52281349366
Y10275_at,3.51905292134
X90846_s_at,3.51894295662
U71203_s_at,3.51621206528
J02871_s_at,3.51567765509
U25138_at,3.51423282349
U08049_at,3.51388629101
X98307_at,3.51369713638
X04828_at,3.51270132936
L41887_rna1_at,3.51216363805
D49728_at,3.5105417641
U76189_at,3.5094544535
M59941_at,3.50709800404
L17330_at,3.50681911868
U59914_at,3.50644708251
L02867_at,3.50626952927
AF000231_at,3.50515446534
X67337_at,3.49990493328
S69265_s_at,3.49941964852
X99350_rna1_at,3.49914012245
HG2788-HT2896_at,3.49895734647
S37730_s_at,3.49688054351
X04412_at,3.49419778275
HG3740-HT4010_at,3.4936523861
M84424_at,3.49032273876
M87770_at,3.4902575585
L19183_at,3.48985270632
HG2148-HT2218_f_at,3.48977480828
Z48541_at,3.48965275848
X74570_at,3.48922615609
D10922_s_at,3.48878565992
AD001527_cds1_at,3.48595260085
U23430_s_at,3.48514541832
X87904_at,3.48490203194
S49592_s_at,3.48486158265
U44754_at,3.4831371217
HG2264-HT2360_at,3.47895553703
L48211_at,3.47784299008
Z11850_at,3.47625600382
U00001_s_at,3.47469351538
Y09616_at,3.47370465109
U28831_at,3.47238894943
X14766_at,3.47221690555
U83246_at,3.47216969278
Y08837_at,3.47186803972
M24485_s_at,3.47128145845
K03183_f_at,3.46625145864
J04046_s_at,3.46521249136
K03204_f_at,3.4640000252
U16127_at,3.46344433355
U78551_at,3.46316401533
L32164_at,3.46200911747
K01900_at,3.46072076775
S81294_at,3.46016801653
U73379_at,3.46009827127
D13640_at,3.45858728143
X82434_at,3.45799980953
L24774_s_at,3.45686275755
K03494_s_at,3.45612755481
M27819_at,3.45599696229
Y07828_at,3.45554535393
HG3494-HT3688_at,3.45421335405
M94556_at,3.45320095539
HG3921-HT4191_f_at,3.45241170108
D55654_at,3.45090900384
U60269_cds3_at,3.44995706159
D45248_at,3.44995130908
X05409_at,3.44992185909
D12625_at,3.44793562789
HG2274-HT2370_at,3.44727156439
U33267_at,3.44709591623
M96843_at,3.44638974553
X66142_s_at,3.44530007969
Y07909_at,3.44317580924
U34038_at,3.43922977148
U58046_s_at,3.43301782279
D13988_at,3.43232457875
X84740_at,3.43179819454
Y10515_at,3.43165683586
L24559_at,3.42852596321
M13929_s_at,3.4284381717
U61397_s_at,3.42819958241
U57629_at,3.42642322106
Z48923_at,3.42527224644
L09749_at,3.42233642343
M97676_at,3.4213578847
L20971_at,3.42104076204
X17254_at,3.42059536023
M57423_f_at,3.41741613382
U70063_at,3.41682263193
Z69043_s_at,3.41638158072
Y00285_s_at,3.41495014991
M16404_at,3.41485511351
Z75190_s_at,3.41388503689
M28249_at,3.41327232482
AF015910_at,3.41192064636
U08336_at,3.4107450492
HG2417-HT2513_at,3.41009106228
X59727_at,3.40949765336
X73478_at,3.40620008634
M28215_at,3.40265525696
HG907-HT907_at,3.4023945975
Z48501_s_at,3.40235739348
U33448_s_at,3.40181240898
HG3362-HT3539_s_at,3.40095530784
X79510_at,3.40070103315
X70940_s_at,3.39985045913
U01157_at,3.39785036178
M22632_at,3.39715234558
AB000467_at,3.39699720749
HG2797-HT2905_at,3.39682547955
M84349_at,3.39600078421
U62739_at,3.39587245147
D23662_at,3.39547382362
L15409_at,3.39509402795
D13639_at,3.39414880098
M91669_s_at,3.39356881777
D38251_s_at,3.39163940413
U47414_at,3.38999045136
Z80777_at,3.38818098996
X81003_at,3.38732010771
U58334_at,3.38711772764
M76125_s_at,3.38684181501
X75593_at,3.38560191426
X07876_at,3.38453250843
U48405_at,3.38452074356
U97105_at,3.38334889391
U52101_at,3.3819293931
D79989_at,3.38191839601
D11094_at,3.3800757305
U66661_at,3.37960259271
Z49254_at,3.37924461443
L76224_at,3.37850008382
L09753_at,3.37484360393
D87735_at,3.37387309395
X79683_s_at,3.37309058731
M29536_at,3.37254127766
U94586_at,3.37101012697
U25265_at,3.37087790592
U53209_at,3.36887235262
L39009_at,3.36867863051
U48436_s_at,3.36739683621
D23660_at,3.36681004101
S73840_at,3.36637014959
U64315_s_at,3.36503188909
L10678_at,3.36425141867
HG3995-HT4265_at,3.3621902064
X75342_at,3.36211579625
S81083_cds1_at,3.36187055669
M96982_at,3.36092373699
AJ000480_at,3.35895553294
X80200_at,3.35885200948
U20760_at,3.35880729416
Y11416_at,3.35830034872
HG658-HT658_f_at,3.35606383044
U61145_at,3.35473180509
K01383_at,3.35327696111
D16217_at,3.35063929429
U79290_at,3.35062382596
HG3985-HT4255_at,3.34988575133
M69197_xpt2_s_at,3.34873268651
M85276_at,3.34713798833
X92896_at,3.34673126947
D83004_at,3.34513534439
X16707_at,3.34279696821
U89278_at,3.34143307125
S77893_s_at,3.34123173061
D78129_at,3.33989665704
U19906_at,3.33937943095
X75346_s_at,3.33644758882
M91029_cds2_at,3.33596354265
D86956_at,3.3356583152
U40714_at,3.33509358068
Z80787_at,3.33246370076
U73960_at,3.33004586802
J05556_at,3.3297028073
U87408_at,3.32944125185
U84569_at,3.32594066778
D86964_at,3.32462663855
X82895_at,3.32342224996
X64728_at,3.32334402977
M76180_at,3.32145592974
D88532_at,3.32127127784
M21056_at,3.3186268816
U29343_at,3.31823270867
S68134_s_at,3.31822830516
U70322_at,3.31774797
Z48950_at,3.31636418092
U45448_s_at,3.31547339934
U19147_s_at,3.3142540092
M19989_cds1_at,3.31411782898
M77481_rna1_f_at,3.31212799967
S71129_at,3.31042049222
X76538_at,3.31023761227
Z22555_at,3.30980465811
U31342_at,3.30975590213
U05681_s_at,3.30875781333
U26726_at,3.30850304476
M55150_at,3.30800373791
U08377_at,3.30657685323
M60092_at,3.30529841648
HG4677-HT5102_s_at,3.30510685014
D38548_at,3.30427319284
Y08613_at,3.30326313668
M35531_at,3.30187606963
L48516_at,3.30178806345
X70340_at,3.30064805382
D42055_at,3.29939311095
S80343_at,3.29815820633
Z26256_at,3.29709313312
U19796_at,3.29325987331
U60116_at,3.29126051376
X74614_at,3.2912362837
U09813_at,3.29119184939
U91903_at,3.29013546817
U32439_at,3.29005911543
V00571_rna1_at,3.28979411607
D38522_at,3.28797995214
L38486_at,3.28613299202
X97249_at,3.28606392838
X72879_at,3.28592687356
U44429_at,3.28545069095
L33404_at,3.28346357204
D80011_at,3.27489904159
X68994_at,3.27465832665
HG2492-HT2588_at,3.27416502885
X64707_at,3.27325267142
X77584_at,3.27236818413
J04543_at,3.27073906643
U14968_at,3.27013575869
D38047_at,3.26987511385
X55448_cds2_at,3.26967017045
L27560_at,3.2691109721
M17254_s_at,3.26789885864
M81829_at,3.26787477484
X74819_at,3.26616550373
M96954_s_at,3.26373222224
L07633_at,3.26173875447
Z25521_s_at,3.26100896182
X04143_at,3.26012909358
X16667_at,3.25724112876
L05779_at,3.25704635435
X51688_at,3.25595738723
X12458_rna1_at,3.25581541122
S79219_s_at,3.25547709147
U48250_at,3.25434160524
U03105_at,3.25358532389
J00209_f_at,3.25351929518
U71364_at,3.2530891453
D87017_cds3_at,3.25267372056
X03689_s_at,3.25216560904
U31556_at,3.25164521515
L04569_at,3.25109299457
X14008_rna1_f_at,3.25095640944
X99920_at,3.24907326521
L08485_at,3.24901645225
U43885_at,3.24704914848
D29675_s_at,3.24672944222
U33054_at,3.24621228653
U06698_at,3.24508210955
U22897_at,3.24426960248
HG961-HT961_at,3.24343243101
D89667_at,3.24308906052
AF006041_at,3.24123118211
M24398_at,3.2409919003
HG2723-HT2819_at,3.24066900711
Y00282_at,3.23975100977
L07033_at,3.23970174858
X66894_s_at,3.23510544831
M33318_r_at,3.23486399557
HG4243-HT4513_at,3.23273424361
S76942_s_at,3.23184530346
L22009_at,3.23061782251
HG2197-HT2267_s_at,3.22788073995
HG3565-HT3768_r_at,3.22621209519
