Gene,T-Value for Class MED
L05148_at,3.67352315341
M29335_at,3.67321559268
HG3548-HT3749_at,3.6727476842
U51003_s_at,3.66875128249
X75252_at,3.66511536386
U13021_s_at,3.66483764594
U29656_at,3.66393232835
X77383_at,3.66275303542
X62744_at,3.66051399431
M21624_at,3.66024328789
U10886_at,3.65716328102
X90846_at,3.65665690298
D13630_at,3.65482241028
L40402_at,3.65345905686
M87770_at,3.65198356616
HG4236-HT4506_f_at,3.65171281634
U40370_at,3.6506993198
L21715_at,3.64840966712
U79260_at,3.6452680344
X67325_at,3.64475206948
L11238_s_at,3.64013870209
X75308_at,3.6396100782
AC002115_cds1_at,3.63533077316
U70451_at,3.63213683363
X84195_at,3.63212957287
Z25535_at,3.63183391587
X66365_at,3.6307041163
X81817_at,3.62985501466
HG3104-HT3280_at,3.62892812428
M32405_at,3.62758918258
HG2161-HT2231_at,3.6271052937
U32986_s_at,3.62574866159
HG4333-HT4603_at,3.62490035108
U03090_at,3.62489011932
D21267_at,3.62243405029
M55265_at,3.62230599554
HG406-HT406_at,3.62180082361
Y09216_at,3.61846909025
U15174_at,3.6179647438
S72043_rna1_at,3.6178992462
X83412_at,3.61730169393
M97388_at,3.61297241281
U02619_at,3.61260387308
L25080_at,3.61149108736
M81882_at,3.60974182273
M80244_at,3.60862965474
U51432_at,3.60854688296
U10362_at,3.60791734011
L35240_at,3.60623364985
M55531_at,3.60518034872
HG2936-HT3080_at,3.60404724182
L41162_at,3.60354303698
M96980_at,3.60353264863
D63940_s_at,3.60335280347
L00352_at,3.60190550227
M92424_at,3.60065360281
U28833_at,3.59666860117
M86852_at,3.59451715117
HG2755-HT2862_at,3.59286011737
L09749_at,3.59206469205
U33017_at,3.58981613147
Z75190_s_at,3.58868667869
X97444_f_at,3.58801693133
L38490_s_at,3.58721882558
U52077_s_at,3.58579137004
M21551_rna1_at,3.58503293701
U37143_at,3.58485939866
AB000381_s_at,3.58287993115
K03218_at,3.58260032989
U82979_at,3.58214007857
U30872_at,3.58204613656
M11313_s_at,3.57899738743
U20428_at,3.57782830854
X98834_rna1_at,3.57570845683
HG870-HT870_at,3.57287071653
HG3578-HT3781_at,3.57139086059
D82326_at,3.57127462029
L09230_s_at,3.57124453057
U76010_at,3.56998123895
HG2797-HT2905_at,3.56871054065
U57650_at,3.56563052373
HG4582-HT4987_at,3.55972058223
M57466_s_at,3.55933314727
Y08265_s_at,3.5584619491
X83535_s_at,3.55665894234
U05012_s_at,3.55638901662
HG1649-HT1652_at,3.55427927399
HG4411-HT4681_at,3.55327504036
U72206_at,3.55298013425
D78514_at,3.55189363816
M64590_at,3.55161756145
X93498_at,3.54978879053
M24439_at,3.54639888993
D38251_s_at,3.54600331367
U43519_at,3.54235122559
D49958_at,3.5413235129
K03008_cds1_at,3.53191616052
Z50749_at,3.52946961106
U27330_at,3.52730635976
U93867_at,3.52698411579
X60992_at,3.52571046106
M77016_at,3.52553653347
L17131_rna1_at,3.52449900113
X74874_rna1_s_at,3.52446630949
M61906_at,3.52330043042
U06698_at,3.52326858942
U15131_at,3.5193529419
M59815_at,3.51920721143
L19067_at,3.51853030517
X92896_at,3.51763773055
U22431_s_at,3.51739222502
U34587_at,3.51727708343
U56085_at,3.51701912032
L29217_at,3.51677751616
M96954_s_at,3.51598828293
U79290_at,3.51478082824
X78678_at,3.51098616958
X63131_s_at,3.50930866497
M13755_at,3.50862552696
U59914_at,3.50365183575
D38145_at,3.50343838146
Y11306_rna1_at,3.50202851505
HG2796-HT2904_at,3.50045789513
L32866_at,3.50037760365
L39064_rna1_at,3.49779253917
M11058_at,3.49590450741
U82010_rna1_at,3.49548957818
U41315_rna1_s_at,3.49484497082
U81006_at,3.49367436273
D26350_at,3.49233667943
D87076_at,3.49179207646
X02419_rna1_s_at,3.49065777779
J04810_s_at,3.4896845105
X03689_s_at,3.48929296398
Z48042_at,3.48891380137
L42452_at,3.48334684801
M14058_at,3.48105816771
M28213_s_at,3.47978051587
M69043_at,3.47783129744
L11701_s_at,3.47605810152
U79293_at,3.47283640783
M37033_at,3.47046991024
U57877_at,3.46988483945
L39009_at,3.46766514856
U46023_at,3.46638766565
U26726_at,3.46582847504
K03195_at,3.46478170446
M34996_s_at,3.46469261035
U17714_at,3.46220882828
M63623_at,3.4621338659
L38025_at,3.45999170658
X94232_at,3.45991604357
X74794_at,3.45764157285
M30185_at,3.45750758489
M64676_at,3.45730698107
U18244_at,3.45697932812
U70321_at,3.45407837246
D42054_at,3.45130438494
M19267_s_at,3.44933792186
X03068_f_at,3.44926777552
X58079_at,3.44776562548
HG2148-HT2218_f_at,3.44715255269
U35246_at,3.44709090727
U03877_at,3.44581185378
D63412_at,3.44506936494
U84551_cds2_at,3.44465333207
D26068_at,3.44443476914
X80507_at,3.44224051588
S37730_s_at,3.44211447177
X99975_at,3.44175443636
U77594_at,3.44058211979
HG3426-HT3610_s_at,3.44042111127
D28137_at,3.44025869601
D16227_at,3.43742080027
X78817_at,3.43550319483
L77561_at,3.43287619141
U48231_at,3.43166221291
X04898_rna1_at,3.4304636793
U11821_s_at,3.42973089636
X04347_s_at,3.42965390352
U84573_at,3.42905623517
D79995_at,3.42798639667
L10955_cds1_s_at,3.4277336569
U71300_at,3.42683083832
X93510_at,3.42637224121
X14850_at,3.42626765893
X82877_at,3.42482713404
HG2417-HT2513_at,3.42474919619
HG3998-HT4268_at,3.42425533866
M55542_at,3.42380765258
D50810_at,3.42349161869
U53446_at,3.42256927541
L18983_at,3.42196893678
M23114_at,3.42192726447
Y11251_at,3.41993094229
S77356_at,3.41937858269
X02317_at,3.41913212991
HG4094-HT4364_s_at,3.41801946793
U60521_at,3.41673906468
X77922_s_at,3.41448678312
S57153_s_at,3.41434377587
M91368_s_at,3.41310520853
X52056_at,3.41292992652
U62800_at,3.41278153653
U27333_at,3.4093646153
HG4272-HT4542_at,3.409255974
X06617_at,3.40801974398
J05272_at,3.40512573037
M94856_at,3.40402781161
D25303_at,3.4027079999
U09002_at,3.40068349646
U43753_cds2_at,3.40065089383
X80026_at,3.39953545347
X51804_at,3.39928196833
D87735_at,3.3949932083
D14695_at,3.39282975546
Y09836_at,3.39122186686
M60094_rna1_at,3.39082311447
M17733_at,3.39077098504
L09235_at,3.3901669582
L40386_s_at,3.38916656499
S77094_at,3.38906207546
HG1471-HT3923_s_at,3.38768194389
HG2723-HT2819_at,3.38741103706
U35340_at,3.38451365351
Y10615_at,3.38444168805
U45975_at,3.38355711445
L31801_at,3.38202562491
L11702_at,3.38179455144
HG3454-HT3647_at,3.38142374216
L18920_f_at,3.38140585984
D42063_at,3.38055431783
D88613_at,3.3797277841
X66436_at,3.37858796961
M96684_at,3.37755028829
L07044_at,3.37737786193
HG2247-HT2332_at,3.37664050043
HG644-HT644_at,3.37585247102
U43408_at,3.3754069602
M31210_at,3.37429351745
J03191_at,3.37357472416
X61118_rna1_at,3.36800199624
X76648_at,3.36677321981
M60278_at,3.36592370438
X13839_at,3.36565329194
M61176_at,3.36526394997
J03824_at,3.36420604651
L19063_at,3.36407679502
J05096_rna1_at,3.3619372681
L17327_at,3.36089170604
X89576_at,3.36079868245
X80915_rna1_at,3.36076838711
HG2825-HT2949_at,3.35985675717
M92843_s_at,3.35976015398
D79988_at,3.35948533378
X99585_at,3.35875501782
U11872_at,3.35568259348
X91648_at,3.35509290802
D21063_at,3.35454962075
U35451_at,3.35308000997
X92762_at,3.35267578369
X68733_rna1_at,3.35205330679
D61380_at,3.35142986879
U19247_rna1_s_at,3.35066700868
M83751_at,3.34734899118
X16354_at,3.34714182221
HG4264-HT4534_s_at,3.34699394853
U26032_at,3.34680320967
X13810_s_at,3.34665191901
L41870_at,3.3463333768
U58522_at,3.34625918051
X97230_f_at,3.3458380393
D50855_s_at,3.34529492501
U27459_at,3.34443895814
U82535_at,3.34409469213
K03498_xpt1_s_at,3.34055570481
U35835_s_at,3.3392513773
U10439_at,3.33820467516
L24470_at,3.33767504497
U43944_at,3.33715781761
U07563_cds1_at,3.33608012975
M27749_at,3.33570835331
HG315-HT315_at,3.3336119778
L10678_at,3.33319452524
L09260_at,3.32903972407
D45399_at,3.32390322143
X73501_at,3.32301077104
M73746_s_at,3.3229577575
M97796_s_at,3.32293366382
M93107_at,3.32178167049
L13738_at,3.32134126737
U41763_at,3.32058131009
U80017_rna1_at,3.31927342218
X76717_at,3.3190851417
U26712_at,3.31757003772
D87953_at,3.31750478926
M25753_at,3.31692264842
HG3510-HT3704_at,3.31608212376
X07495_at,3.31434934522
X02596_at,3.31373116997
V01512_rna1_at,3.3102445421
L14837_at,3.30929250259
D67029_at,3.3043923227
L10405_at,3.3040902973
L25119_at,3.30354437001
M11726_at,3.30276498241
U78521_at,3.30108779944
U11861_at,3.29948585366
X99142_at,3.29900876339
X51956_rna1_at,3.29727916703
L20861_at,3.2966596803
X01630_at,3.29664539326
S82297_at,3.29565783689
U18934_at,3.29507572562
L15296_s_at,3.29139180896
Y11709_at,3.28715300784
M64098_at,3.28708719964
X74262_at,3.28551432108
U43923_at,3.28447855798
U01877_at,3.28327683251
J04029_s_at,3.28123998659
X59065_at,3.28089229663
X52221_at,3.28011792327
M26708_s_at,3.27879423059
U18237_at,3.27808824186
U31215_s_at,3.2755427772
U50648_s_at,3.27262391877
X70297_at,3.27234798241
L07541_at,3.26924721215
D50857_at,3.26869667288
X85785_rna1_at,3.26547468111
U05681_s_at,3.26366751124
M24194_at,3.26276053399
U87223_at,3.26248399549
U43843_at,3.26172417147
M74093_at,3.26056591725
M18255_cds2_s_at,3.25794748074
M63256_at,3.25619062395
X97058_at,3.2532687387
M17252_at,3.25202499264
M17254_s_at,3.25093018189
Y10518_at,3.25024016244
D63480_at,3.24963757057
X07732_at,3.2478439336
M55513_s_at,3.24652934899
HG960-HT960_at,3.24646408624
K02766_at,3.24469103649
M21934_at,3.24276931502
M81182_s_at,3.24236822666
M34041_at,3.24179212491
X58288_at,3.24133344097
X92715_at,3.24107065548
U58046_s_at,3.24098768383
U89942_at,3.24067762567
X68985_s_at,3.2401709307
M13194_at,3.23677234285
D87742_at,3.2355782113
Y10514_s_at,3.23518741338
U91327_at,3.23392162422
L76380_at,3.23328676856
U49835_s_at,3.23257399981
L09604_at,3.23153795106
U66036_at,3.2296237376
AB006782_at,3.2292381315
L10333_s_at,3.22841011925
M30818_at,3.22827983639
X17025_at,3.22736896354
L40027_at,3.22679655935
M93405_at,3.22600135478
U03905_at,3.22454582071
X53331_at,3.22323960824
M87434_at,3.22224452713
M37485_cds1_at,3.22207323223
Z80787_at,3.22067619199
X79439_at,3.22051041819
M27819_at,3.22023445964
U37547_at,3.21914467165
U70987_at,3.21909585151
U63455_at,3.21870451019
HG2492-HT2588_at,3.21760002049
L36644_at,3.21702207641
U66059_cds7_at,3.21661580237
D38548_at,3.21277862151
HG4069-HT4339_s_at,3.21244954979
M62324_at,3.21121540344
M63391_rna1_at,3.21060929419
X63380_at,3.20867037524
S76473_s_at,3.20834592287
L07868_at,3.20683008386
M28879_at,3.20592343754
U20230_at,3.20565815291
M16364_s_at,3.20536436429
AB000467_at,3.20494631498
Y13896_at,3.2034419895
M27436_s_at,3.20040952272
M15856_at,3.20019080552
D38073_at,3.19965862774
X05130_s_at,3.19787137673
M19720_rna1_at,3.19752770363
D13666_s_at,3.19648001989
HG2380-HT2476_s_at,3.19524284245
Y07867_at,3.1949358274
L35545_at,3.194570128
M59820_at,3.1938636644
X92720_at,3.19350299143
D49728_at,3.19253484383
AF005887_at,3.19230642287
L20860_at,3.19221472511
S62028_s_at,3.19051104453
X04707_at,3.1896751163
M74509_s_at,3.18915982623
U91521_at,3.18865088972
U10117_at,3.18734608262
HG2797-HT2905_s_at,3.18459647224
M13150_s_at,3.18189847379
U31120_rna1_at,3.18091285393
Z95624_at,3.1788589251
J00073_at,3.178288941
K03021_at,3.17608147983
D87436_at,3.17513928236
M19722_at,3.1720116846
D12775_s_at,3.17054051921
L20815_at,3.17046592675
Z26317_at,3.1701134915
L34657_at,3.16942246671
U19713_s_at,3.16931535757
D50645_at,3.16916304871
X07979_at,3.1687673306
Z29090_at,3.16831122254
D00763_at,3.16764891395
M94077_at,3.16762810534
D59253_at,3.16693479032
X76059_at,3.16690762793
HG1102-HT1102_at,3.16637384268
HG4051-HT4321_at,3.16570554913
L34060_at,3.1656054717
AF005043_at,3.16412200417
L32977_at,3.16408142826
HG3976-HT4246_at,3.16390157197
M89957_at,3.16320352247
S57887_at,3.16230049154
M93283_at,3.16192925944
U22526_at,3.16111466463
U57629_at,3.16101917912
U32114_at,3.16058179619
M64269_s_at,3.16030407834
AD001527_cds1_at,3.1594420137
HG4606-HT5011_at,3.15849579019
D17461_at,3.15745054212
U75276_s_at,3.15726225286
X60655_at,3.1557389265
HG2591-HT2687_s_at,3.15559835941
U13737_at,3.15461065923
M21904_at,3.15430786418
Z38133_s_at,3.15326327909
D23660_at,3.15318367765
U05340_at,3.15291797133
M28212_at,3.15277008821
U91616_at,3.15201519847
L08096_s_at,3.1515646745
L38961_at,3.14992372967
X13334_at,3.14917342963
U95020_at,3.14864227006
X51688_at,3.14850684699
M28882_s_at,3.14848302343
M63967_at,3.14789271468
U60269_cds3_at,3.14701630616
L39060_at,3.14535959146
U50078_at,3.14479700467
U79251_at,3.14319556448
X64072_s_at,3.14272420896
L07765_at,3.14250558354
HG3884-HT4154_at,3.14233782158
J03934_s_at,3.14217496467
M36341_at,3.14084933433
U78793_at,3.13866531754
D85423_at,3.1374675772
HG987-HT987_at,3.13339405576
M34175_at,3.13019729309
M33987_at,3.12907241964
U16127_at,3.12893570667
U91930_at,3.12744380233
D42087_at,3.1258836588
D10511_at,3.12584074163
U09851_s_at,3.12171402347
U14391_at,3.12133233922
U04520_at,3.12073050364
M37245_at,3.12040475886
S83308_at,3.11862040104
M12959_s_at,3.11702115774
U11287_at,3.11669525878
U10492_at,3.11619102431
Z14244_at,3.11571420845
L32832_s_at,3.11562031458
J05448_at,3.1133785859
S76965_at,3.11287736367
X52005_at,3.11250959248
HG3513-HT3707_at,3.1124757739
D86062_s_at,3.11220391064
D13634_at,3.11215095477
X15573_at,3.11096768275
U49742_at,3.10912131407
X68314_at,3.10845219418
K03008_cds2_at,3.10690524386
U00001_s_at,3.10558248763
D86974_at,3.10501788835
U96191_at,3.10194528889
L07590_at,3.10113552801
M34668_at,3.10097179056
M15990_at,3.10058818451
U65932_at,3.10048655033
U08377_at,3.09423744607
L49054_at,3.09352539847
D31766_at,3.09312977855
L07807_s_at,3.09261575858
U52840_at,3.09147734614
D84361_at,3.09084362794
U10991_at,3.08973325206
X89430_at,3.08827136703
HG3914-HT4184_s_at,3.08716219197
HG2264-HT2360_at,3.08636786371
U40391_rna1_at,3.08592252678
X89750_at,3.08392647425
U53786_at,3.08211526216
M24485_s_at,3.08204303496
X60188_at,3.0819576074
U33447_at,3.08107499433
U59919_at,3.08080252276
K03189_f_at,3.08009995123
U45328_s_at,3.07918837966
HG3638-HT3849_s_at,3.07879455433
U17280_at,3.0787497436
M68519_rna1_at,3.07811762834
X92396_at,3.07748658252
M73481_at,3.0771331043
U84569_at,3.07663759462
M17885_at,3.07637715119
X60299_s_at,3.07422872888
X86371_s_at,3.07296100035
M35878_at,3.0713859619
X68560_at,3.07134544454
M13994_s_at,3.06977727502
M61199_at,3.06893449624
HG167-HT167_s_at,3.06868745168
X86691_at,3.06808917174
L41390_at,3.06560859387
U51587_at,3.06557850563
X06948_at,3.06431683228
M22382_at,3.06308855941
U01337_at,3.06283891807
M88108_at,3.06121186478
U89505_at,3.05948208514
L07548_at,3.05943075176
Z11850_at,3.05900458736
X53002_s_at,3.05635508313
HG4716-HT5158_at,3.05598677798
L42451_at,3.0551686656
U85245_at,3.05463355622
X93920_at,3.05426123793
X59841_at,3.05365622571
J04990_at,3.05254468156
X97074_at,3.05136199941
D87446_at,3.05082949056
D43638_at,3.04927475185
U50062_at,3.04908946542
M14123_xpt2_at,3.04542852035
D29013_at,3.04419071683
L77730_at,3.04388249241
U40705_at,3.04310271891
U30185_at,3.04290266725
M82962_at,3.0415778033
V00574_s_at,3.03920421194
U17743_s_at,3.03844164445
U89995_at,3.03652613327
U65785_at,3.03518737326
L04733_at,3.03459823303
X62466_at,3.0328350139
M27504_s_at,3.03176330889
D26600_at,3.03064023245
L16782_at,3.03055716171
U90546_at,3.02975609007
X13973_at,3.02712407144
M90356_f_at,3.02609894862
U16307_at,3.02534468056
L08485_at,3.02462084353
AF000562_at,3.02440989868
U73514_at,3.02296634339
U40343_at,3.02242678679
U73167_cds3_at,3.02223432126
HG3437-HT3628_s_at,3.02167348157
X56692_at,3.02141208488
D87073_at,3.02080613738
L47276_s_at,3.0192859689
U59289_at,3.01633203776
U77970_at,3.0150203287
X56687_s_at,3.01396786768
M77144_rna1_at,3.01335408794
U72512_at,3.01225157007
U46461_at,3.01191110405
U62015_at,3.01170007607
U82169_at,3.01102075525
L29433_at,3.00967490162
U83115_at,3.00953414653
X96753_at,3.00889575247
S54005_s_at,3.00829856958
J02947_s_at,3.00677806143
U90547_at,3.00602404742
U14394_at,3.00561937427
HG3432-HT3620_s_at,3.00539699425
M23234_s_at,3.00067957311
X75042_at,3.00012937769
L48516_at,2.99909953849
D13640_at,2.99884845095
U31384_at,2.99494688174
X85753_at,2.99365236107
J03459_at,2.99030748011
Z37986_at,2.98786661416
X89109_s_at,2.98751107039
D83542_at,2.98553542008
M63835_at,2.98437304395
U19107_rna1_at,2.98315445813
U11877_at,2.97957271213
U03398_at,2.97917397361
D80007_at,2.97452637003
X58723_at,2.97437622533
M25756_at,2.97344600914
U08191_s_at,2.97324946184
U50315_at,2.9732317527
Y07595_at,2.97105425216
U14910_at,2.96995357262
AF006084_at,2.96959274819
X54993_s_at,2.96951581252
D50063_at,2.96900418551
U19796_at,2.96775038463
X74795_at,2.9668336212
M12125_at,2.96615575314
HG371-HT1063_s_at,2.96538077368
J02854_at,2.96413473733
Y10275_at,2.96237861507
U07794_cds2_at,2.96168710881
M80359_at,2.96044202404
M19650_s_at,2.95932046192
L36151_at,2.95897603094
HG721-HT4828_s_at,2.95817718127
U01157_at,2.95744365528
U23942_at,2.95541522317
HG961-HT961_at,2.95502923526
U49070_at,2.95449690826
U55764_at,2.95344507384
X55733_at,2.95150049594
X99226_at,2.95149104179
Y09321_at,2.95089600621
U90426_at,2.95076687334
D88532_at,2.94916352553
U46752_at,2.94681364818
L29277_at,2.94605992365
L10844_at,2.94539329132
U79255_at,2.94538772914
M25077_at,2.94475240771
U22377_at,2.94443598464
S67070_at,2.94364528504
U01102_at,2.94331525488
K01396_at,2.94323111783
AC002450_at,2.94231446857
M62831_at,2.94169989048
Y10202_at,2.94146400417
Z19002_at,2.94080076553
U37219_at,2.93974689604
L44140_cds4_s_at,2.93955252529
L40933_at,2.93952561584
U50136_rna1_at,2.93668957116
Y10871_at,2.93668359911
U21931_at,2.93609595337
U14970_at,2.93589523858
M60450_s_at,2.93411791437
Z46261_at,2.93252972595
U29700_at,2.93145164359
L27479_at,2.93133800052
U38372_at,2.92947300394
M15517_cds5_at,2.92706693913
M11353_at,2.92649140438
X66503_at,2.92533706414
X66276_s_at,2.92516311111
X64728_at,2.92330586476
X61123_at,2.92089957423
X84002_at,2.92015441606
L41668_rna1_at,2.91989240651
L02547_at,2.91977987332
D78367_at,2.9190869342
M10901_at,2.91822904457
M17262_at,2.91754915854
X51408_at,2.91630034309
X00540_at,2.91591868124
L08246_at,2.91372282546
D29012_at,2.91178439523
M60748_at,2.91170124268
X78416_s_at,2.91157327185
M32315_at,2.91118691171
HG2602-HT2698_at,2.9096563265
D82343_at,2.90925804859
Z80776_at,2.90745816146
M16038_at,2.90701320674
U79725_at,2.90688574461
L13939_s_at,2.90633136385
L27071_at,2.90629806227
M16424_at,2.90319087354
X68277_at,2.90178301477
HG3872-HT4142_at,2.90170590845
D43767_at,2.90026953599
X00351_f_at,2.90021049402
D83174_s_at,2.89871970564
AB000115_at,2.89840451139
U38291_rna1_at,2.89653506521
D29640_s_at,2.89614631681
M58603_at,2.89589697427
D50487_at,2.89560381194
X98001_at,2.89477573888
L27586_at,2.89388649597
U70064_s_at,2.89255442735
U97105_at,2.89227021305
X80818_at,2.89124308473
U52426_at,2.89111662246
X62515_s_at,2.89100202547
M14949_at,2.89082187441
D56495_at,2.88995108966
X99657_at,2.88959622671
L19779_at,2.88880241226
U39817_at,2.88853809319
U93237_rna2_at,2.88850921073
L09753_at,2.88846720696
HG2239-HT2324_r_at,2.8884645465
U90905_at,2.8881987273
X04526_at,2.88747596451
U73167_cds5_at,2.88744853042
M80899_at,2.88731473611
U92459_at,2.88594383337
M60891_s_at,2.88591592386
X82224_at,2.88568688528
U43431_at,2.88439543371
L22206_at,2.88432987562
HG3162-HT3339_at,2.88220286312
U42412_at,2.88207126483
X76029_at,2.88067238929
X04085_rna1_at,2.8803341116
D25538_at,2.8765423997
U36601_at,2.87540302631
U73799_at,2.87520520401
U00957_at,2.8750613528
M55131_at,2.87063091447
X81198_at,2.87013418838
U05259_rna1_at,2.86935655946
D11151_at,2.86909740809
M86400_at,2.86873170287
M94556_at,2.86748552597
K02100_at,2.86731854417
X66114_rna1_at,2.86547557009
M16404_at,2.86437722952
M92269_f_at,2.86335877071
D84557_at,2.86324541706
D88422_at,2.86254215936
X52599_at,2.86201672615
U50733_at,2.86176407923
U49869_rna1_at,2.86112897407
U13706_at,2.86063216187
M31516_s_at,2.86041799371
M55267_at,2.85870115147
X82018_at,2.85851589351
AF005361_at,2.85837420771
U62961_at,2.85737931826
L41690_at,2.85687949629
D87468_at,2.85617517592
X58399_at,2.85568209199
U19977_at,2.85442604193
U35048_at,2.85286289546
S77582_at,2.85219443642
M95712_at,2.85214883312
U65406_rna4_at,2.85195938779
X72882_at,2.85118237444
X87904_at,2.85054113677
M17446_s_at,2.85046241531
X68242_at,2.8494043297
M89955_at,2.84870549175
Z26256_at,2.84797820913
U54778_at,2.84767550226
M95623_cds1_at,2.84495021033
U85943_at,2.8445124642
K02405_f_at,2.84450393859
M97287_at,2.84411760768
S77763_at,2.84287113191
Z69043_s_at,2.84267609476
U34877_at,2.8423840463
U54644_s_at,2.84162439045
Y00433_at,2.8411907181
U73338_at,2.8410101843
X72964_at,2.84083894745
X99350_rna1_at,2.84039904604
M74091_at,2.83857441301
J03242_s_at,2.8379618855
L40388_at,2.83743083905
J00148_cds2_f_at,2.83724028778
M27318_f_at,2.83642452913
X85133_at,2.83542892135
HG2171-HT2241_at,2.83533201603
D89077_at,2.82989790096
U78027_rna4_at,2.82926369564
HG2416-HT2512_at,2.82890321689
U02683_s_at,2.82722926449
Z31695_at,2.82702369167
M91463_rna1_at,2.82622839399
J00212_f_at,2.82588104899
AF007875_at,2.82504502872
X12901_at,2.82460036881
M34057_at,2.82415446532
U71207_at,2.82350837147
U77975_at,2.82336318026
L13720_at,2.82241063931
HG3859-HT4129_at,2.82237052866
M88458_at,2.82147120642
AF002224_at,2.82109324045
X90858_at,2.81714334441
M84820_s_at,2.81624122791
L31860_at,2.81549886745
D14520_at,2.81381425879
M97925_rna1_at,2.81346131038
U78876_at,2.8129354366
U56998_at,2.81280594284
HG1828-HT1857_at,2.81235742544
U21936_at,2.81224122401
Z37987_s_at,2.81132012793
M30607_s_at,2.81022723191
HG4155-HT4425_s_at,2.80981740765
D87845_at,2.80961047553
M83554_at,2.80909908943
U59736_at,2.80905645976
U88667_at,2.80830731656
X52009_s_at,2.80678951581
X77366_at,2.8058740068
Y10262_s_at,2.80443875796
U51334_at,2.80411228653
HG831-HT831_at,2.80364933917
U47007_at,2.80325958606
D50922_at,2.80086436935
HG4157-HT4427_at,2.80063723657
X17576_at,2.80036587599
AB002382_at,2.80008240447
M58600_rna1_at,2.79977240836
U08438_at,2.79908436769
AF010193_at,2.7967095681
D87435_at,2.79574946914
M89470_s_at,2.79450383484
M33318_r_at,2.79141537036
M74715_s_at,2.79098272452
HG3495-HT3689_at,2.79055544109
HG3992-HT4262_at,2.79001160217
J04449_at,2.78753623167
M37400_at,2.78699093556
U20240_at,2.78687998989
U61538_at,2.78649018658
U00921_at,2.78619086087
D89858_at,2.78461957538
Z46376_rna1_at,2.7843946722
J04080_at,2.78423225925
L42621_at,2.78151991233
U76456_at,2.78133868699
S95936_at,2.78003261104
U34683_at,2.77870544984
U67674_at,2.7768800293
U19252_s_at,2.77629120636
AF000545_at,2.77514331514
X70944_s_at,2.7749643343
S81294_at,2.77467304726
D31765_at,2.77449335556
X04325_at,2.77443585354
X16323_at,2.77224853044
S63912_at,2.76986343138
U44754_at,2.76949595172
M27394_s_at,2.76843692496
AF015950_at,2.76814284731
J03925_at,2.76795374312
U35139_at,2.76776766352
X84373_at,2.7666136472
J02906_at,2.76654452819
X01038_rna1_s_at,2.76572749704
D63861_s_at,2.76509822023
D26018_at,2.76452065731
L07956_at,2.76277849141
X74496_at,2.76178453503
U11732_at,2.76176642387
D82061_at,2.76103722664
M20902_at,2.7608715993
HG2348-HT2444_s_at,2.75951337813
U24166_at,2.75758648202
J03592_at,2.75693892165
M21142_cds2_s_at,2.7561017975
Y00285_s_at,2.75605771719
X66364_at,2.75496621641
Z18948_at,2.75489750873
X15393_rna1_at,2.75383977531
K03204_f_at,2.75346297251
D86962_at,2.75306698841
U77846_rna1_at,2.75234629137
M81181_s_at,2.75146387285
M27281_at,2.75138637747
U46689_at,2.75108138774
X83416_s_at,2.75004992776
M24470_at,2.75002699031
L42563_at,2.74974648682
D28476_at,2.74795677632
U23070_at,2.74668892006
D00749_s_at,2.74662515299
U49973_xpt1_at,2.7465473233
X70070_at,2.74615828438
HG2480-HT2576_at,2.74553468232
L29376_at,2.74515711374
HG742-HT742_at,2.74484925784
D79985_at,2.74375289342
U28687_at,2.74355794254
M19483_at,2.74311877316
Z46967_at,2.74308268299
HG4319-HT4589_at,2.74287997335
M29971_at,2.74282907182
X83425_at,2.74244440543
X63741_s_at,2.74184914532
U43374_at,2.74155859389
X06985_at,2.74021004061
M14123_xpt4_at,2.73873952593
U05255_s_at,2.73657979962
U49188_at,2.7364576922
M77698_at,2.73560364018
Z83806_at,2.73553359257
U52700_at,2.73541366082
Z83742_at,2.73526532887
S40719_s_at,2.73526476401
U79285_at,2.73477615122
X63422_at,2.72915703501
D26561_cds2_at,2.72867201887
U05237_at,2.72786135075
M26602_at,2.7278127073
HG3989-HT4259_at,2.72771503531
M55543_at,2.72719202828
X72012_at,2.72688088677
X03934_at,2.72675248716
D87447_at,2.72669867881
U44060_at,2.72618706739
Y10260_at,2.72544226718
U79300_at,2.72533455666
U25041_at,2.72503162745
Z14982_rna1_at,2.72338667815
S72904_at,2.72196423875
M31932_at,2.72139620562
L34219_at,2.72124496397
U57341_r_at,2.72051403578
X99050_rna1_at,2.71982231389
M95167_at,2.71937939953
M62783_at,2.71921763619
X87212_at,2.71875884526
D90042_at,2.71773739396
X80497_at,2.71726822712
X74819_at,2.7172356576
Z84722_at,2.71694774265
L40357_at,2.71485297286
U79263_at,2.71461926047
HG3703-HT3915_s_at,2.71440171677
U37251_at,2.71433605015
M81829_at,2.71403661187
X77753_at,2.7139856446
L38951_at,2.71200346543
X00237_at,2.71184238651
L10413_at,2.71126291426
D25328_at,2.71023452925
M28211_at,2.70894883028
U59325_at,2.70838649439
U79287_at,2.7066873588
Z83805_at,2.70608331834
D89859_at,2.70530501003
M25269_at,2.70513408987
HG2639-HT2735_s_at,2.7041465034
HG2797-HT2906_s_at,2.70331080067
U51095_at,2.70145702315
U02556_at,2.701203794
M25322_at,2.70105030524
X15880_at,2.69847586862
U41740_at,2.69808718023
L19493_s_at,2.6972459451
U59878_at,2.69558326778
U66088_at,2.69521020446
M18533_at,2.69470310048
M34309_at,2.69348688746
