Gene,T-Value for Class RHB
X62429_s_at,3.60382876307
U62962_at,3.60186932469
L38696_at,3.59962045893
U28811_at,3.59855312989
U56418_at,3.59822546474
D78577_s_at,3.5981754651
J04794_at,3.59462182584
HG4036-HT4306_at,3.59344771077
U82532_at,3.59117559071
U25041_at,3.5899544862
U60975_at,3.58942563337
M37104_at,3.58922378473
X62078_at,3.58879357756
D29810_at,3.58829317628
U43292_at,3.58632440101
Y00281_at,3.5847542866
J05243_at,3.58438272451
M31932_at,3.58412633793
M95549_at,3.58390317819
X03072_at,3.58347008864
M60746_at,3.58273372003
M14219_at,3.58211689911
M15517_cds5_at,3.58100039431
Y00764_at,3.579485154
U93553_at,3.57721074712
X59892_at,3.57586343996
M23294_at,3.57560363026
D31885_at,3.57322231792
U79288_at,3.57180705487
Z46261_at,3.57078521632
M22538_at,3.56991668891
U61167_at,3.56951205475
M88163_at,3.56648927124
D25217_at,3.56638588215
HG4660-HT5073_at,3.56598966682
X70070_at,3.56202475486
Y10055_at,3.56153318458
U40990_at,3.5605066358
S78203_at,3.56036898755
U79261_s_at,3.55954487444
J03909_at,3.55487663028
D17570_s_at,3.55412096059
J04111_at,3.55399599648
D31765_at,3.55206590653
U49835_s_at,3.54749439325
U64444_at,3.54592212602
U87972_at,3.54514449077
HG4116-HT4386_s_at,3.54470839106
U25182_at,3.54468311914
D38537_s_at,3.5405855803
HG1112-HT1112_at,3.54057174512
U76366_s_at,3.54045395396
M89796_rna1_at,3.53980547672
L09190_rna1_at,3.53946774068
D13168_at,3.5392615919
D49817_at,3.53917230489
U35005_s_at,3.53491515973
M64676_at,3.53363328922
U19977_at,3.53356856969
U44378_at,3.53207531557
HG3033-HT3194_at,3.53006262951
U26712_at,3.52889430007
D63482_at,3.52629890399
U11877_at,3.5240025932
AF001359_f_at,3.52392066079
U13896_at,3.52258633852
HG33-HT33_at,3.52249344744
L07540_at,3.52221251168
D63878_at,3.52188463377
S45630_at,3.52121642665
X87160_at,3.5139638633
U08006_s_at,3.5135378751
U58522_at,3.51265990848
U90306_at,3.51221606275
K03204_f_at,3.51012405809
X54326_at,3.50953558909
M64571_at,3.50898921006
M86933_s_at,3.50868146095
U14193_at,3.50807726778
J04031_at,3.5075353183
Z80787_at,3.50645640198
U43672_at,3.50617904809
L78833_cds2_at,3.50330673768
J00139_s_at,3.50212675181
U88898_r_at,3.50134444554
D87469_at,3.49898084868
L21993_at,3.49853532985
M25393_at,3.49517130706
X89986_s_at,3.49354246948
X62515_s_at,3.49276563121
X80497_at,3.49114756412
M74290_at,3.48919877197
M20471_at,3.48678399866
X70297_at,3.48375989947
D50063_at,3.48229925248
HG944-HT944_s_at,3.48184419813
M75110_at,3.48129647392
M19650_s_at,3.4790666426
X12791_at,3.47904848442
L11238_s_at,3.47784758935
HG1804-HT1829_at,3.47648886899
U87964_at,3.47496441638
L19058_at,3.47460102747
D79206_s_at,3.47408243065
L37936_at,3.47397643538
U19796_at,3.47346766604
U37143_at,3.46991570223
U63329_at,3.4685489598
J03592_at,3.46730881721
U12595_at,3.46709379399
L19593_at,3.4653460056
X62691_at,3.46254826291
J03824_at,3.46149220257
U10099_s_at,3.46147828779
U79275_at,3.46122139398
U05040_at,3.46050842042
M81882_at,3.45852453151
M26880_at,3.45844417211
U18548_at,3.45777537754
U78793_at,3.45660080646
U00115_at,3.45364077769
X63337_at,3.45298737535
HG273-HT273_s_at,3.45235830112
X00237_at,3.45147351991
L42451_at,3.45145030382
L24203_at,3.45118773203
D29643_at,3.45092847723
X51952_xpt1_at,3.45026348757
Z48541_at,3.44958618763
Z35491_at,3.44762285391
M14745_at,3.4469576794
U91521_at,3.44541805702
U39487_at,3.44506172826
D88155_s_at,3.44468176751
U72511_at,3.4445636596
HG3872-HT4142_at,3.44450356386
X74987_s_at,3.44343243446
HG3893-HT4163_at,3.44306201493
L18920_f_at,3.44292479299
X85372_at,3.44283054912
U40343_at,3.4426191444
U57092_at,3.4418306649
U16127_at,3.4385109492
D12775_s_at,3.43794206177
D42138_at,3.43791681643
Y00486_rna1_at,3.43656840572
L40387_at,3.43631154574
U11870_rna1_at,3.43604815805
L19493_s_at,3.43486883456
D50914_at,3.43379999008
Z48501_s_at,3.43318171855
HG2075-HT2137_s_at,3.43179450658
D14662_at,3.4231506085
X54199_s_at,3.42218150213
U52101_at,3.42009252584
L36720_at,3.41939383235
HG2591-HT2687_s_at,3.41861944396
D89016_at,3.41811535659
D70830_at,3.41775409052
D28476_at,3.41079383786
U15173_at,3.41053118217
X86809_at,3.40846557764
X69962_s_at,3.40739347167
S57887_at,3.40577625327
U20240_at,3.40402588347
X79200_at,3.40361904247
U57099_at,3.40136084466
L02321_at,3.40078272864
Z75190_s_at,3.39882539009
X87904_at,3.39647915916
L11353_at,3.39444542286
U75308_at,3.3942523372
U92314_s_at,3.39329147223
HG3920-HT4521_s_at,3.39286194025
X97074_at,3.39161975021
X82324_at,3.39068265846
D31764_at,3.38741513096
U11037_at,3.38698049715
D86043_s_at,3.38637116323
U06698_at,3.38346131752
AB000467_at,3.38217277146
HG2797-HT2905_at,3.38200342314
D13627_at,3.38116043508
M60094_rna1_at,3.38022727118
M96956_at,3.377465381
M28219_at,3.37583705674
L11285_at,3.37409682743
M81933_at,3.37405093587
Z24725_at,3.3737643203
U26424_at,3.37111561951
K03474_at,3.37066822879
J03930_at,3.36812689413
Y00318_at,3.36738240709
HG167-HT167_s_at,3.367342108
U79254_at,3.36702856127
X60221_at,3.36607100822
U79251_at,3.36541659522
M96803_at,3.36413472389
U38372_at,3.36320382907
HG627-HT5098_s_at,3.36279565022
S81294_at,3.36179879048
Y08200_at,3.36018566929
D43767_at,3.35942279021
S79522_at,3.35870126992
U43916_s_at,3.35442834461
L39009_at,3.35424330098
M31642_at,3.3528161944
D82060_at,3.35276954432
HG1828-HT1857_at,3.3516842367
J00073_at,3.35088337982
D16227_at,3.34997139722
M55131_at,3.34922555648
U33920_at,3.34858272215
HG4668-HT5083_s_at,3.34712972296
HG2148-HT2218_f_at,3.34630847113
M24485_s_at,3.34597700184
HG384-HT384_at,3.34575219067
M94556_at,3.34396277707
HG371-HT1063_s_at,3.34359116136
AC002115_cds1_at,3.34326733707
U77827_at,3.3424651673
U46023_at,3.33852744281
X95677_at,3.33842176502
M29696_at,3.33795384424
D00097_s_at,3.33761906938
U25029_at,3.33745147556
U79290_at,3.33643312324
L19437_at,3.33584386352
HG721-HT4828_s_at,3.33438775926
U40371_at,3.33305740772
X12492_at,3.33168248503
U79302_at,3.33143716653
U49278_at,3.33039120758
X07495_at,3.33024325142
Z46632_r_at,3.32904601606
M91438_at,3.32080329848
D50495_at,3.31958599912
M32313_at,3.31919184542
X56677_at,3.31732863381
J05556_at,3.31579222538
M34539_at,3.31554258541
Y11180_at,3.31303144696
J04058_at,3.31170390236
L33842_rna1_at,3.31117334548
M94250_at,3.3110039672
Z68204_at,3.30593779901
U92459_at,3.30481690312
J05037_at,3.30461945901
U46571_at,3.3038410175
S57153_s_at,3.30353886198
X14690_s_at,3.30319139712
U19147_s_at,3.30054798803
X74819_at,3.30050882541
L34357_at,3.2997917697
X82554_rna1_at,3.29976860032
X69391_at,3.29961760836
U70321_at,3.29705553008
Z36714_at,3.29496194983
U26726_at,3.29487267839
U45973_at,3.29458238558
D14657_at,3.29387448835
D86062_s_at,3.29340921593
X15673_s_at,3.29279000931
Z25884_at,3.29209454667
M60092_at,3.29171009125
L37199_at,3.29129430412
L32831_s_at,3.28897921297
U40223_at,3.28849199451
L11672_at,3.28799119315
M77144_rna1_at,3.2849417726
X76538_at,3.28345634393
M63896_at,3.28216103664
U28043_at,3.28131244729
Z14000_at,3.27947705528
U91985_at,3.27941921814
S75213_s_at,3.27924875815
HG1869-HT1904_at,3.27782946649
U44839_at,3.27677802098
D13633_at,3.27628737433
M33317_f_at,3.2755235906
U67156_at,3.27527114855
L05606_at,3.27486728587
X14767_at,3.27484568961
U12404_at,3.27481984941
S95936_at,3.27335433822
U85707_at,3.272460447
M59941_at,3.27192390012
J04046_s_at,3.2714222936
U59289_at,3.27108283426
S83390_s_at,3.26730795062
U79270_at,3.26615391698
U52830_at,3.26590917074
U33632_at,3.26531722228
U40002_s_at,3.2651579978
D16481_at,3.26417330627
X67698_at,3.263685516
D83542_at,3.2630154393
M63623_at,3.25875811207
U33286_at,3.25568405893
L00022_s_at,3.25523325716
U59302_at,3.25382442048
X67247_rna1_at,3.25334799272
D84557_at,3.25154809051
U84540_at,3.25013389893
U36501_at,3.24977051366
Z22534_at,3.2473374869
U50078_at,3.24327495742
X03342_at,3.24211862266
U59321_at,3.24159725481
U46692_rna1_at,3.23928702505
Z21507_at,3.23728426423
U37022_rna1_at,3.23711099984
X98411_at,3.23709392725
U75679_at,3.2363817514
Z37986_at,3.23458047707
D17400_at,3.23388706325
U16997_at,3.2332325905
L33798_at,3.23317050696
U79259_at,3.23212912109
X76732_at,3.23196920809
M83363_at,3.22983397176
U28251_cds2_at,3.22952773453
HG2723-HT2819_at,3.2279109182
D80004_at,3.22776101812
S69272_s_at,3.22702710439
M27318_f_at,3.2241595392
U53003_at,3.22071612454
U91316_at,3.215404131
U23028_at,3.21528706986
X80199_at,3.21356379563
U41515_at,3.21255375507
S66431_at,3.21248874411
U35048_at,3.21040866851
Z56281_at,3.20857451419
X07315_at,3.2060023312
U09851_s_at,3.2057762326
J00209_f_at,3.20554030209
D30742_at,3.2051428888
U82275_at,3.20345624075
M29064_at,3.20334248828
M31724_at,3.20087103625
J03801_f_at,3.2007786101
HG2841-HT2969_s_at,3.19961502123
L31860_at,3.19928396452
HG2152-HT2222_at,3.19927777011
U79280_at,3.19737432399
U62966_at,3.19650630659
M29994_s_at,3.19648850018
X73358_s_at,3.19590419424
HG2915-HT3059_f_at,3.19421236323
Z70276_s_at,3.1927534804
M94547_at,3.19250399269
U81554_at,3.19247068916
U05572_s_at,3.19204115979
HG4052-HT4322_at,3.1911693869
U13395_at,3.18970969354
L33404_at,3.18887159248
Z35102_at,3.18862759952
L38820_at,3.18664430727
U13696_s_at,3.1861880783
X95632_s_at,3.1853687843
X96506_s_at,3.18520174466
HG3527-HT3721_f_at,3.18437104712
X52882_at,3.18425121685
HG1733-HT1748_at,3.18388888015
M61832_s_at,3.18381290951
D00632_at,3.1818960631
S41458_at,3.18089444046
X53416_at,3.18085172835
M55267_at,3.17985010876
HG2239-HT2324_r_at,3.17859358786
X87342_at,3.17624022322
X76132_at,3.17596328416
X57206_at,3.17343917979
U20758_rna1_at,3.16893277677
HG3985-HT4255_at,3.16646398692
X78710_at,3.16477234294
D78514_at,3.16373030502
D87012_at,3.15988686895
D87953_at,3.15914238577
U23736_s_at,3.15853366385
M13699_at,3.15842890464
L02867_at,3.1580329426
Z29572_at,3.157994199
U03090_at,3.15781310567
D88613_at,3.15754079036
X81637_at,3.15725631956
HG2686-HT2782_at,3.15699494778
M21259_at,3.15555492291
M33374_at,3.15534276126
X54942_at,3.15518036329
M14949_at,3.15424015464
X12794_at,3.15281216202
D38145_at,3.15230917599
M58028_at,3.15229672721
M60784_s_at,3.15212609116
D83260_s_at,3.15068005023
X80910_at,3.14913087171
L13197_at,3.14814163832
AF010193_at,3.1470165959
U73191_at,3.14599115222
D26361_at,3.14532278467
U78628_at,3.14524466634
U20979_at,3.14352556624
M25809_at,3.14307694436
U31201_cds2_s_at,3.14254912373
U38480_at,3.13785277226
Z83741_at,3.13727886538
M77142_at,3.13703460028
L78267_at,3.13695285318
D50855_s_at,3.1368689338
U66036_at,3.13678762861
HG274-HT274_s_at,3.13388554933
Z49105_at,3.13201573273
HG2917-HT3061_f_at,3.13064519925
X80909_at,3.13061003321
Y00285_s_at,3.12991193961
L77864_at,3.12944818181
U90915_at,3.12437881594
S68271_s_at,3.12363149048
L78440_at,3.12245269762
U89717_at,3.11871415054
X65644_at,3.11826957026
S72493_s_at,3.11701777158
HG3039-HT3200_at,3.11502558408
X82877_at,3.11407858583
X92475_at,3.11287463314
AF015910_at,3.10600839545
U09953_at,3.10526985176
X13451_s_at,3.10341504546
U31215_s_at,3.10273973469
L13266_s_at,3.10221536945
L33075_at,3.10210077602
U11090_at,3.10147506478
Z34822_f_at,3.10129559561
U10117_at,3.10097784446
HG4188-HT4458_at,3.09992178655
M64098_at,3.09984726832
U10685_at,3.09772614103
S73205_at,3.09665021202
Y10514_s_at,3.09658802119
U88666_at,3.09653704483
X87871_s_at,3.09518462802
X13973_at,3.09475371905
M19045_f_at,3.09366031048
X87344_cds10_at,3.09289506469
L09604_at,3.09211306974
X51466_at,3.08903397069
X70476_at,3.08774419865
S81264_s_at,3.0869233698
M19159_at,3.08682956528
U25826_at,3.08638152598
X63527_at,3.08498829525
Z54367_s_at,3.08494610977
AB002356_s_at,3.08440032175
Y09267_at,3.08366356679
X59350_at,3.08037773714
M91592_at,3.08036949345
X96401_at,3.07606001675
D10326_s_at,3.07570633154
S75578_s_at,3.07385446339
X74801_at,3.07286520408
M74491_at,3.07152565163
X62744_at,3.07048601634
X83127_at,3.06908778796
U86358_at,3.06774234615
X64838_at,3.06368709419
J04182_at,3.06295696491
U66359_at,3.06248038889
X52005_at,3.06034993366
M13928_s_at,3.05858969754
S62028_s_at,3.0577155836
HG3934-HT4204_at,3.05705391768
M59830_at,3.05673373779
X80026_at,3.05591054173
HG4535-HT4940_s_at,3.05387668992
Z48054_at,3.05370568351
M18000_at,3.05348081523
HG2797-HT2905_s_at,3.0525582669
D31887_at,3.04993259983
M97936_at,3.04871796322
M24486_s_at,3.04815738669
J00129_at,3.04713785942
U49857_at,3.04710240428
D14694_at,3.04694599695
L21998_at,3.04688710867
U47077_at,3.0465579175
D87470_at,3.04554013938
U79300_at,3.0450860378
HG4128-HT4398_at,3.04356410663
U01923_at,3.04292813786
M88579_at,3.04262356174
X89750_at,3.04130891495
Y12394_at,3.04124673808
Z48804_at,3.03912055633
U84569_at,3.03815958226
X58234_at,3.03778583807
L37792_at,3.03720260819
L12711_s_at,3.03658228569
X91249_at,3.03579444415
HG3976-HT4246_at,3.0344926171
L13740_at,3.03435727186
HG880-HT880_at,3.03413775765
M86400_at,3.03391408618
M14199_s_at,3.03244216477
X59065_at,3.03222587304
AF005361_at,3.03139115286
D87435_at,3.02853283217
Y09943_s_at,3.02831174072
M24748_cds2_s_at,3.02805312223
L41349_at,3.02782862545
U31216_s_at,3.02731161177
M35296_at,3.02714929496
D78611_at,3.0270239341
U45955_at,3.02356600548
X90780_rna1_at,3.02103847386
S77893_s_at,3.01978159052
M65214_s_at,3.01839400243
L41607_at,3.01825368602
Y08134_at,3.0176868863
HG2239-HT2324_at,3.01708475117
U44059_at,3.01585308753
X71129_at,3.01397409875
D85423_at,3.01137108991
D26069_at,3.01134632659
D38522_at,3.00883747666
X92814_at,3.00737733708
M26901_s_at,3.00644293091
Z49205_at,3.00528927767
U89916_at,3.00297762824
U39412_at,3.00253100917
X72964_at,3.00009382135
J02854_at,2.99891270191
M68840_at,2.99693217842
D45399_at,2.99614877117
U43431_at,2.99381247556
U67674_at,2.99232125813
U25165_at,2.99226772535
U52840_at,2.99045302279
D26535_s_at,2.98876192282
U06452_at,2.98714817011
X71877_at,2.98647687139
M55153_at,2.986464281
X85545_at,2.98577347026
U94320_at,2.9852897089
U62325_at,2.98522960296
U07620_at,2.98467098489
M74091_at,2.98434398362
U08854_s_at,2.98423940926
L14927_at,2.98087466279
U15641_s_at,2.98063558001
U94832_at,2.98062661298
X67337_at,2.97888203181
J00146_at,2.97855487853
U07807_at,2.97817227996
U64197_at,2.97705419164
Z14982_rna1_at,2.97612076106
HG3362-HT3539_s_at,2.97585664449
U65533_s_at,2.97502894092
U38291_rna1_at,2.97312565354
L00389_f_at,2.97297451049
U50196_at,2.97287822937
L04270_at,2.97284441342
D12485_at,2.97268536862
D87075_at,2.97265691631
X14675_at,2.97186922737
D14874_at,2.97076323595
M25280_at,2.97059857858
HG142-HT142_at,2.96978432629
U72935_cds3_s_at,2.96868085714
L36983_at,2.9659181381
D49950_at,2.96497973801
X57351_at,2.96416276935
HG2480-HT2576_at,2.96330161603
HG406-HT406_at,2.96129074225
HG4333-HT4603_at,2.96109926737
X55079_rna1_at,2.96079978676
U37547_at,2.95794722369
X52142_at,2.9560898661
U61166_at,2.95601391695
J00314_at,2.95575221882
M24398_at,2.95456759746
X59372_at,2.95398252137
U66618_at,2.95352096006
X75042_at,2.95260222681
Z23090_at,2.9519058269
U87408_at,2.95088404919
S76638_at,2.95057856671
L49054_at,2.94957484551
U20391_rna6_at,2.94929412724
U23435_s_at,2.94809527508
X87344_cds10_r_at,2.94772287966
S79219_s_at,2.94570885515
Y08374_rna1_at,2.9451351061
X84213_s_at,2.94423196061
M91432_at,2.94281918128
K03008_cds2_at,2.93954866702
U81001_at,2.93953964878
U52969_at,2.93839507738
L40402_at,2.93818821133
D26600_at,2.93785597308
M13903_at,2.93775158504
M74047_at,2.93770424374
M22995_at,2.93694075213
HG4606-HT5011_at,2.93644119857
L40411_at,2.93554887478
S71018_at,2.93546225516
D30036_at,2.93517282814
L16842_at,2.93256749955
U81787_at,2.9317242964
U01877_at,2.92978632532
L11672_r_at,2.92829135168
Z25749_rna1_at,2.9282108044
U62800_at,2.92390381663
HG742-HT742_at,2.92325918729
U41745_at,2.92281629385
U38175_at,2.92236289648
U31929_s_at,2.921205163
U14971_at,2.921178603
X77533_at,2.91765025652
U40317_s_at,2.91589641068
M29037_s_at,2.91384505024
U31120_rna1_at,2.91189808894
M11973_cds1_at,2.91108596354
D42045_at,2.91104263661
M12783_at,2.91083650618
M13829_s_at,2.91064344321
D90209_at,2.91046716887
U07550_at,2.91030548196
L12052_at,2.90996622975
M80647_at,2.90948250592
L22009_at,2.90941476056
U58675_cds1_at,2.90863630399
Z83805_at,2.90705386756
M63967_at,2.90677890252
L00137_cds1_at,2.90577060775
U48807_at,2.90551528455
X66945_at,2.90380732763
U38268_at,2.90335021595
U82319_at,2.90158061629
Y08417_s_at,2.90140484572
L14076_at,2.901227505
U20760_at,2.90087437018
M31682_at,2.89980701678
D87461_at,2.89814176459
Y08613_at,2.89804047641
M31951_at,2.89792510742
L07590_at,2.89666856993
J02888_at,2.89617414619
U14747_at,2.89569408533
HG110-HT110_s_at,2.89521174109
HG1800-HT1823_at,2.89408909165
X07732_at,2.89347900898
Y07565_s_at,2.89316156496
L26494_at,2.89173523842
D42073_at,2.88970239251
HG4068-HT4338_at,2.88861680735
Y00067_rna1_at,2.88651770994
U19251_s_at,2.88651089549
D43682_s_at,2.8864742216
M81757_at,2.88551117152
U72206_at,2.88230972438
U89326_at,2.88185718848
U92457_s_at,2.88125812775
HG4094-HT4364_s_at,2.88059932199
X70683_at,2.88046230777
U81600_at,2.87894758415
Z24459_xpt5_at,2.87611808908
U33447_at,2.87497798504
U03851_at,2.87494883419
U89355_at,2.87476743712
U11862_s_at,2.87419999047
U08989_at,2.87195061554
M11437_cds2_at,2.87051302262
L08424_at,2.8703481933
U72512_at,2.86911251945
U68063_at,2.86903641827
M18391_s_at,2.86826725605
Z11850_at,2.86669896398
AB003698_at,2.86653348609
M74524_at,2.86528170103
D85759_s_at,2.86196800195
Z95624_at,2.86186310949
Z33642_at,2.86158193039
U22376_cds2_s_at,2.85809992026
U04241_at,2.85728460184
U50928_at,2.85702172868
U79272_at,2.85677999348
M81379_at,2.8513827849
S74017_at,2.85075365804
S78798_s_at,2.84887297118
D13639_at,2.84737530458
U43077_at,2.84683870701
X04707_at,2.84466105999
L14754_at,2.84394409856
M92269_f_at,2.84382417185
X65727_cds2_s_at,2.84190031932
L38941_at,2.84162576227
S74728_at,2.84110121758
U70862_at,2.84035844108
X52599_at,2.83886919411
U80226_s_at,2.83861542422
U48707_at,2.83855615972
M68891_at,2.83705182792
U49188_at,2.83692811701
U89942_at,2.83611052399
U26591_at,2.83551683283
U15085_at,2.83518771452
X14346_at,2.83507931736
L10338_s_at,2.83464109164
U66061_cds3_at,2.83453473709
X72841_at,2.83407705406
L25444_at,2.83371013432
U74382_s_at,2.83353287054
U67369_at,2.83308734866
Z80345_rna1_s_at,2.83153180182
U33837_at,2.83125177395
HG2705-HT2801_s_at,2.82991284444
M64934_at,2.82912459273
X85373_at,2.82804757621
X15393_rna1_at,2.82788878975
U37690_at,2.82744543016
U14187_at,2.82540083574
AF009368_at,2.82467008135
L13972_at,2.82419286859
HG3729-HT3999_f_at,2.82372006229
X60003_s_at,2.82291956552
U20350_at,2.82205062538
HG1872-HT1907_at,2.82096831484
M22760_at,2.82088180599
U30610_at,2.81820063873
X00540_at,2.81559243331
M97388_at,2.81215908908
D17390_at,2.81153396156
M77235_at,2.81149954989
D87328_at,2.81131529782
D64154_at,2.81125762204
L40397_at,2.81013922791
M15169_at,2.80779193295
U06155_at,2.8070137591
U96915_at,2.80676290627
X02612_at,2.80626068965
D12625_at,2.80488473167
AB003102_at,2.80430796909
AF003743_at,2.80347977529
HG2873-HT3017_at,2.80323412674
L33243_at,2.80260326484
D82344_at,2.80114445452
D83004_at,2.80005786252
Z26653_at,2.79884245753
L41559_at,2.79790039543
M65131_rna1_at,2.79719321265
U82671_cds2_at,2.79651093933
D29963_at,2.79626193317
D42039_at,2.79540237938
X68314_at,2.79514976826
D21235_at,2.79465448213
M87313_s_at,2.79450252117
D88799_at,2.79374235405
U10439_at,2.79127405428
Y07595_at,2.79115880872
AC000064_cds2_at,2.79069807269
U90065_s_at,2.79058089354
L32866_at,2.79054623284
U57352_at,2.78892416607
HG3477-HT3670_at,2.78852637772
K02777_s_at,2.78812823632
D21260_at,2.78745735886
X65550_at,2.7870269918
U47414_at,2.78589461269
X96484_at,2.78566070381
U09578_at,2.78539431558
U02680_at,2.78517913836
X14813_at,2.78516917256
U10362_at,2.78478331403
D84361_at,2.7846927446
M31303_rna1_at,2.78190126716
D89077_at,2.78034282661
U83410_at,2.77767635862
S52969_cds1_s_at,2.77697446331
Y07828_at,2.77648076272
U29343_at,2.77633794171
D78275_at,2.77501269649
U94855_at,2.77376406108
L35249_s_at,2.77266599116
HG3495-HT3689_at,2.77161543969
HG4102-HT4372_at,2.77105482934
HG1877-HT1917_s_at,2.77079480007
X05839_rna1_s_at,2.77064281597
D85758_at,2.76881973729
U07132_at,2.7678703294
U26914_at,2.76649311614
U96191_at,2.76450682685
U43901_rna1_s_at,2.76396353696
L02840_at,2.76394826273
HG4236-HT4506_f_at,2.76389010011
D00591_at,2.7638135392
D29954_at,2.76362996045
X92972_at,2.76265646063
X66365_at,2.7620177835
M54915_s_at,2.75915826578
U96114_at,2.75876205524
S77582_at,2.75863459234
X15949_at,2.75713413655
X77922_s_at,2.75691368782
M13666_at,2.75610433148
HG3484-HT3678_s_at,2.75584879358
U14972_at,2.75499820371
U48251_at,2.75255644381
U09587_at,2.7525127888
J03171_at,2.75105675947
M64716_at,2.75041451045
L76670_f_at,2.75004495416
L35035_at,2.74983940243
X68505_s_at,2.7487981444
U74612_at,2.7487746914
S50017_s_at,2.74846177676
HG870-HT870_at,2.74728407282
X64994_at,2.74716663694
M97935_s_at,2.74713398535
X74330_at,2.74574353537
U46570_at,2.74451048119
HG3412-HT3593_s_at,2.74397454689
D25216_at,2.74316927189
X95735_at,2.74207312514
X80818_at,2.7386522852
U08377_at,2.73863818323
U17977_at,2.735904329
X67155_at,2.7356829824
X69150_at,2.73548130522
S94421_at,2.73530285362
M64930_at,2.73513663183
Z34975_at,2.73513336342
U77846_rna1_at,2.73480115308
S87759_at,2.73394526542
X12530_s_at,2.73371274672
D37781_s_at,2.7335766003
M80359_at,2.73282827504
U52111_rna3_at,2.73225199669
HG3859-HT4129_at,2.7318804945
U52426_at,2.73157853627
U44799_s_at,2.73005273256
HG4749-HT5197_at,2.72978916737
U51478_at,2.72809997376
X13482_at,2.72355919907
X07767_at,2.72194699816
HG1322-HT5143_s_at,2.72175483834
HG4155-HT4425_s_at,2.72060113661
X98743_at,2.72059422311
U90651_at,2.72023784348
AF002700_at,2.71945175663
AF007875_at,2.71913199184
AJ000099_s_at,2.71844079256
L29376_at,2.71820575055
M57466_s_at,2.71789406298
HG2530-HT2626_at,2.71591108698
D80008_at,2.71394801909
X13238_at,2.71114076819
M33308_at,2.71092824862
M63573_at,2.70987375177
X54816_at,2.70859408789
X53414_at,2.70855463363
L02426_at,2.70821868228
S81439_at,2.70794065462
X65857_at,2.70728741508
U17989_at,2.70558235687
U04285_s_at,2.7040229787
U00954_at,2.7029351239
L40395_at,2.70286131566
X81889_at,2.70053896131
X17254_at,2.70038489026
X90872_at,2.6991889251
M88282_at,2.6966820407
X96586_at,2.69324857488
AF000562_at,2.69221633464
L15409_at,2.69197883238
X63097_at,2.69134259294
HG2255-HT2344_f_at,2.68998031737
D86976_at,2.68942729136
U07139_at,2.68686384289
M13450_at,2.68684249299
X65488_at,2.68602470561
Z11737_at,2.68597163773
D88146_at,2.68527506231
M14565_at,2.68476386824
L19779_at,2.68461842746
HG821-HT821_at,2.68451259621
U37431_at,2.68353288579
L38517_at,2.68297011321
U12978_at,2.67937340382
HG644-HT644_at,2.676181647
HG67-HT67_f_at,2.67566815706
HG3707-HT3922_f_at,2.67533817323
U13045_at,2.67352481144
X76942_s_at,2.6731878366
D00596_at,2.67202492138
M21539_at,2.67198156817
X56932_at,2.67164961691
U02566_s_at,2.67075132711
U50523_at,2.67014263901
D63134_at,2.66924930327
U39817_at,2.66824725707
X51801_at,2.66818060957
M31158_at,2.66644573165
HG3998-HT4268_at,2.66633446465
Z48051_rna1_at,2.66595917892
M11437_cds1_at,2.66452457348
U61538_at,2.66445509737
D56495_at,2.66433943192
M23161_at,2.66385810619
X03794_s_at,2.65988076087
U66048_at,2.65938391325
X59770_at,2.6579768706
U55054_at,2.6578368526
L41147_at,2.65749142922
U48861_at,2.65578019121
J03890_rna1_at,2.65531686807
D89052_at,2.65511229268
J04543_at,2.65371850443
X69111_at,2.65282825519
Z12830_at,2.65221200453
U81802_at,2.65114497522
L32164_at,2.65068821585
M95167_at,2.65036208939
M13792_at,2.65030414921
U59325_at,2.64899569808
D55654_at,2.6488940528
M89957_at,2.64861853274
M64710_s_at,2.64785434538
HG3369-HT3546_at,2.64717257743
D63390_at,2.64577474585
U58130_at,2.6454758971
X64728_at,2.64540247503
S75989_at,2.64535871917
U05340_at,2.64520738586
U44060_at,2.64518202804
HG273-HT273_at,2.64509685642
U82320_at,2.64433705695
Y10207_at,2.64313061496
M86868_at,2.6421990859
U25988_at,2.63899161668
Z70220_at,2.63838682374
Y08223_at,2.6376002269
D78129_at,2.63645677889
HG3703-HT3915_s_at,2.63451573863
M95678_at,2.63409117545
D76444_at,2.63378116647
J04076_at,2.63213548824
U42360_cds2_at,2.63209376864
D38305_at,2.63169572753
M21064_at,2.63061167079
HG921-HT3995_at,2.63022219127
M29877_at,2.63001580754
HG4115-HT4385_at,2.6292742235
U70439_s_at,2.62532798343
M88468_at,2.62506892191
U51711_at,2.62472544082
M99063_at,2.62458472416
S69790_at,2.62355037387
L08666_at,2.62335106436
X06318_at,2.62139922416
M22898_at,2.62125984416
X62466_at,2.62117725316
X17644_s_at,2.62071359264
X89576_at,2.62033620419
L15296_s_at,2.61918118719
HG3364-HT3541_at,2.61842686837
X66839_at,2.61742496824
D86971_at,2.61601288013
M34677_at,2.61346566711
X01038_rna1_s_at,2.61229522616
M57567_at,2.6120873188
D13814_s_at,2.61128645573
M21154_at,2.611023291
U29953_rna1_at,2.61085427529
M14758_at,2.61056873381
X12901_at,2.61027614061
U80017_rna1_at,2.61026243254
Y08976_at,2.60988551962
M17236_at,2.60921152047
L75847_at,2.60727667519
D83735_at,2.60679799919
X80062_at,2.60655540176
U79293_at,2.6058432591
U52155_at,2.60440946679
M16505_at,2.6043909915
D10511_at,2.60258029368
